source_table,trade_id,captured_at,confidence,tech_score,fund_score,sent_score,pos_score,macro_score,rsi14,macd_signal,atr_pct,reward_risk,direction_buy,mtf_count,ribbon_aligned,month_sin,month_cos,grade_num,rsi_extreme,bb_pos_num,above_200ma,dxy_direction_num,market_regime_num,patience_score,day_of_week,hour_sin,hour_cos,corr_agreement_count,atr_percentile_6m,consecutive_weeks_trending,cot_momentum_num,fund_alignment_num,fund_aligned_count,rr_over_2,high_conf,ribbon_state_num,divergence_present,hour_auckland,vix_level,is_ranging,fund_tail_high,mtf_full_agree,entry_candle_type_num,entry_candle_body_ratio,entry_candle_vs_avg,dist_weekly_open_pips,dist_round_number_pips,new_20d_extreme,inside_bars_before,cot_weeks_in_dir,cot_accel,us10y_dir,gold_dir,sp500_dir,vix_vs_20d,atr_5d_vs_20d,atr_expanding,base_ccy_strength,quote_ccy_strength,monthly_trend_aligned,hhhl_aligned,kill_zone_entry,market_structure_break,divergence_type,checklist_score,hhhl_x_monthly,rsi_x_fibonacci,momentum_x_cot,kill_zone_x_confluence,currency_strength_x_trend,t1_reached,t2_reached,max_target_reached,pips_at_t1,trade_closed_at_t1_only
main,725,2026-06-15 21:36:56,4.0,4.0,6.0,4.0,4.0,5.0,51.3,1.0,0.4413,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,726,2026-06-15 21:37:01,5.0,5.0,3.0,8.0,4.0,5.0,48.6,-1.0,0.453,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,727,2026-06-15 21:37:05,5.0,4.0,4.0,5.0,3.0,5.0,49.0,0.0,0.5669,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,728,2026-06-15 21:37:19,6.0,5.0,6.0,4.0,5.0,5.0,55.4,1.0,0.5004,3.4,0.0,3.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,729,2026-06-15 21:37:25,4.0,4.0,6.0,8.0,4.0,5.0,52.8,1.0,0.435,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,730,2026-06-15 21:37:28,4.0,5.0,5.0,6.0,4.0,5.0,55.8,-1.0,0.4883,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,731,2026-06-15 21:37:34,5.0,5.0,3.0,8.0,4.0,6.0,44.5,-1.0,0.5105,1.5,1.0,3.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,732,2026-06-15 21:37:38,5.0,5.0,2.0,8.0,3.0,6.0,48.0,-1.0,0.4392,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,733,2026-06-15 21:37:42,4.0,4.0,3.0,5.0,3.0,5.0,55.6,1.0,0.446,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,734,2026-06-15 21:37:46,4.0,5.0,6.0,8.0,5.0,5.0,49.4,-1.0,0.4965,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,735,2026-06-15 21:37:50,4.0,4.0,5.0,4.0,5.0,3.0,49.2,-1.0,0.6055,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,736,2026-06-15 21:37:54,4.0,5.0,3.0,5.0,4.0,5.0,44.0,1.0,0.5682,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,737,2026-06-15 21:38:04,4.0,5.0,3.0,4.0,5.0,4.0,61.6,-1.0,0.3419,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,738,2026-06-15 21:38:08,4.0,4.0,3.0,5.0,3.0,4.0,48.8,1.0,0.3762,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,739,2026-06-15 21:38:11,4.0,5.0,6.0,4.0,5.0,4.0,39.7,-1.0,0.3771,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,740,2026-06-15 21:38:15,4.0,4.0,1.0,5.0,5.0,5.0,47.3,-1.0,0.0899,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,741,2026-06-15 21:38:19,3.0,3.0,4.0,5.0,3.0,4.0,52.4,-1.0,0.8212,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,742,2026-06-15 21:38:22,3.0,3.0,5.0,4.0,3.0,4.0,46.3,1.0,0.5924,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,97,2026-06-15 21:38:27,4.0,4.0,5.0,5.0,3.0,5.0,51.0,1.0,0.5488,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,98,2026-06-15 21:38:27,4.0,4.0,6.0,4.0,4.0,5.0,51.3,1.0,0.4413,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,99,2026-06-15 21:38:27,5.0,5.0,3.0,8.0,4.0,5.0,48.6,-1.0,0.453,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,100,2026-06-15 21:38:27,5.0,4.0,4.0,5.0,3.0,5.0,49.0,0.0,0.5669,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,101,2026-06-15 21:38:27,6.0,5.0,6.0,4.0,5.0,5.0,55.4,1.0,0.5004,3.4,0.0,3.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,102,2026-06-15 21:38:27,4.0,4.0,6.0,8.0,4.0,5.0,52.8,1.0,0.435,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,103,2026-06-15 21:38:27,4.0,5.0,5.0,6.0,4.0,5.0,55.8,-1.0,0.4883,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,104,2026-06-15 21:38:27,5.0,5.0,3.0,8.0,4.0,6.0,44.5,-1.0,0.5105,1.5,1.0,3.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,105,2026-06-15 21:38:27,5.0,5.0,2.0,8.0,3.0,6.0,48.0,-1.0,0.4392,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,106,2026-06-15 21:38:27,4.0,4.0,3.0,5.0,3.0,5.0,55.6,1.0,0.446,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,107,2026-06-15 21:38:27,4.0,5.0,6.0,8.0,5.0,5.0,49.4,-1.0,0.4965,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,108,2026-06-15 21:38:27,4.0,4.0,5.0,4.0,5.0,3.0,49.2,-1.0,0.6055,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,109,2026-06-15 21:38:27,4.0,5.0,3.0,5.0,4.0,5.0,44.0,1.0,0.5682,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,110,2026-06-15 21:38:27,4.0,5.0,3.0,4.0,5.0,4.0,61.6,-1.0,0.3419,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,111,2026-06-15 21:38:27,4.0,4.0,3.0,5.0,3.0,4.0,48.8,1.0,0.3762,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,112,2026-06-15 21:38:27,4.0,5.0,6.0,4.0,5.0,4.0,39.7,-1.0,0.3771,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,113,2026-06-15 21:38:27,4.0,4.0,1.0,5.0,5.0,5.0,47.3,-1.0,0.0899,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,114,2026-06-15 21:38:31,5.0,6.0,4.0,8.0,4.0,5.0,67.2,1.0,0.332,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,115,2026-06-15 21:38:34,5.0,7.0,4.0,7.0,5.0,4.0,75.8,1.0,0.2945,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,116,2026-06-15 21:38:38,6.0,8.0,4.0,5.0,6.0,4.0,24.5,-1.0,0.4784,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,117,2026-06-15 21:38:44,5.0,5.0,3.0,8.0,5.0,5.0,54.8,1.0,0.4245,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,118,2026-06-15 21:38:48,6.0,8.0,4.0,8.0,5.0,5.0,66.6,1.0,0.3294,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,119,2026-06-15 21:38:52,4.0,4.0,5.0,7.0,3.0,4.0,54.7,1.0,0.6574,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,120,2026-06-15 21:38:58,5.0,5.0,3.0,4.0,3.0,4.0,53.7,-1.0,0.5948,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,121,2026-06-15 21:39:02,5.0,5.0,4.0,8.0,5.0,4.0,53.5,1.0,0.5555,1.5,1.0,0.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,122,2026-06-15 21:39:05,4.0,3.0,2.0,4.0,5.0,3.0,46.7,-1.0,0.5584,1.5,0.0,0.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,755,2026-06-16 03:38:22,3.0,3.0,5.0,6.0,3.0,5.0,46.4,-1.0,0.5724,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,756,2026-06-16 03:38:25,4.0,5.0,1.0,8.0,5.0,6.0,58.0,-1.0,0.3433,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,757,2026-06-16 03:38:31,5.0,5.0,1.0,8.0,6.0,5.0,41.7,1.0,0.368,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,758,2026-06-16 03:38:34,4.0,3.0,3.0,5.0,3.0,4.0,53.6,1.0,0.565,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,759,2026-06-16 03:38:38,4.0,4.0,5.0,7.0,4.0,5.0,53.2,1.0,0.4441,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,760,2026-06-16 03:38:41,3.0,3.0,6.0,5.0,4.0,4.0,48.8,1.0,0.4508,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,761,2026-06-16 03:38:44,4.0,5.0,1.0,8.0,4.0,6.0,43.1,1.0,0.5006,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,762,2026-06-16 03:38:48,4.0,5.0,1.0,5.0,4.0,5.0,57.0,-1.0,0.4926,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,763,2026-06-16 03:38:51,5.0,7.0,6.0,4.0,5.0,4.0,31.7,-1.0,0.769,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,764,2026-06-16 03:38:55,4.0,5.0,7.0,8.0,5.0,6.0,54.9,1.0,0.4444,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,765,2026-06-16 03:38:58,3.0,4.0,1.0,8.0,6.0,5.0,55.5,1.0,0.3544,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,766,2026-06-16 03:39:01,5.0,6.0,5.0,4.0,4.0,4.0,44.0,-1.0,0.6388,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,767,2026-06-16 03:39:05,5.0,5.0,4.0,4.0,5.0,5.0,58.2,-1.0,0.3539,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,768,2026-06-16 03:39:08,4.0,4.0,1.0,8.0,6.0,5.0,44.9,-1.0,0.3745,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,769,2026-06-16 03:39:11,3.0,5.0,1.0,4.0,1.0,5.0,58.0,1.0,0.6782,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,770,2026-06-16 03:39:14,4.0,5.0,1.0,5.0,3.0,4.0,41.9,-1.0,0.6904,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,772,2026-06-16 03:39:20,3.0,4.0,6.0,4.0,5.0,4.0,56.7,1.0,0.6512,1.5,0.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,773,2026-06-16 03:39:23,5.0,6.0,2.0,8.0,3.0,5.0,45.0,-1.0,0.4472,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,123,2026-06-16 03:39:26,4.0,5.0,1.0,8.0,5.0,6.0,58.0,-1.0,0.3433,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,124,2026-06-16 03:39:26,5.0,5.0,1.0,8.0,6.0,5.0,41.7,1.0,0.368,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,125,2026-06-16 03:39:26,4.0,3.0,3.0,5.0,3.0,4.0,53.6,1.0,0.565,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,126,2026-06-16 03:39:26,4.0,4.0,5.0,7.0,4.0,5.0,53.2,1.0,0.4441,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,127,2026-06-16 03:39:26,4.0,5.0,1.0,8.0,4.0,6.0,43.1,1.0,0.5006,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,128,2026-06-16 03:39:26,4.0,5.0,1.0,5.0,4.0,5.0,57.0,-1.0,0.4926,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,129,2026-06-16 03:39:26,5.0,7.0,6.0,4.0,5.0,4.0,31.7,-1.0,0.769,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,130,2026-06-16 03:39:26,4.0,5.0,7.0,8.0,5.0,6.0,54.9,1.0,0.4444,1.5,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,131,2026-06-16 03:39:26,5.0,6.0,5.0,4.0,4.0,4.0,44.0,-1.0,0.6388,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,132,2026-06-16 03:39:26,5.0,5.0,4.0,4.0,5.0,5.0,58.2,-1.0,0.3539,1.5,0.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,133,2026-06-16 03:39:26,4.0,4.0,1.0,8.0,6.0,5.0,44.9,-1.0,0.3745,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,134,2026-06-16 03:39:26,4.0,5.0,1.0,5.0,3.0,4.0,41.9,-1.0,0.6904,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,135,2026-06-16 03:39:26,5.0,6.0,2.0,8.0,3.0,5.0,45.0,-1.0,0.4472,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,136,2026-06-16 03:39:30,4.0,4.0,4.0,7.0,3.0,5.0,54.6,1.0,0.4367,1.5,1.0,1.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,137,2026-06-16 03:39:33,4.0,4.0,2.0,5.0,3.0,5.0,58.2,1.0,0.454,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,138,2026-06-16 03:39:36,4.0,4.0,6.0,5.0,3.0,5.0,44.4,1.0,0.6076,1.5,0.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,139,2026-06-16 03:39:39,5.0,6.0,3.0,8.0,1.0,4.0,42.1,-1.0,1.0738,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,140,2026-06-16 03:39:52,4.0,4.0,1.0,8.0,4.0,5.0,56.3,1.0,0.4874,1.5,1.0,1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
research,141,2026-06-16 03:39:56,5.0,6.0,1.0,8.0,1.0,6.0,40.8,-1.0,0.5726,1.5,1.0,2.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main,1105,2026-06-21 19:06:23,3.0,3.0,5.0,5.0,5.0,5.0,47.8,-1.0,0.6208,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1106,2026-06-21 19:12:39,6.0,7.0,4.0,5.0,5.0,5.0,70.4,1.0,0.3503,2.4,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1107,2026-06-21 19:19:46,4.0,4.0,5.0,5.0,5.0,5.0,45.4,-1.0,0.5582,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1108,2026-06-21 19:23:52,4.0,4.0,3.0,5.0,5.0,5.0,62.3,1.0,0.8234,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1109,2026-06-21 19:29:59,5.0,4.0,7.0,5.0,5.0,5.0,59.4,1.0,0.5802,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1073,2026-06-21 19:36:16,7.0,8.0,4.0,5.0,5.0,5.0,68.8,1.0,0.6758,2.85,0.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,1110,2026-06-21 19:42:23,4.0,3.0,5.0,5.0,5.0,5.0,49.6,-1.0,0.5672,1.5,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.9659,0.2588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
